,Frame,t [s],thickness,q_y,q_y Fehler,Distance,Radius,2R/D,Coverage,Porosity,Particle Density,Fehler Distance,Fehler Radius,Fehler 2R/D,Fehler Coverage,Fehler Porosity,Fehler Particle Density
115,1160,58.0,3.3598587999999996,0.4804133,0.00150719,13.0787080773567,6.19404342272591,0.947194996033244,0.813650769949245,0.45756615336717,6750.55804361143,0.0410315410233464,0.0129549567789488,4.95268978492528E-4,0.0042544142163973,5.67255228852973E-4,7.05945871867044
116,1170,58.5,3.3888230999999998,0.47596530000000004,0.001488636,13.2009314695411,6.2504318351593,0.946968302893032,0.813261352824665,0.457825764783557,6626.13401469878,0.0412874254049441,0.0130326277221809,4.93625307890258E-4,0.00423928007365067,5.65237343153423E-4,6.90799772945992
117,1180,59.0,3.4177873999999995,0.4738231,0.001469759,13.2606141557463,6.28706735652266,0.948231700686088,0.815432825716622,0.456378116188919,6566.62311614802,0.041133298484045,0.0130012991921182,4.90222362230646E-4,0.00421567224312349,5.62089632416466E-4,6.78970233445533
118,1190,59.5,3.4467517,0.4712822,0.001412259,13.3321082510216,6.32741849623237,0.949199988043534,0.817099035424719,0.455267309716854,6496.38426435777,0.0399514131161318,0.0126406269507182,4.74067068490448E-4,0.00408090759870936,5.44121013161248E-4,6.48908951282101
119,1200,60.0,3.4757160000000002,0.4676987,0.0014204279999999998,13.4342586523751,6.37746236081979,0.949432719116553,0.81749976793745,0.455000154708366,6397.96643128302,0.0408006204615832,0.0129124813421611,4.80580345975336E-4,0.00413799012188779,5.51732016251706E-4,6.47699802034549
120,1210,60.5,3.5046803,0.4648655,0.001426793,13.5161359730494,6.4210863443714,0.950136393592781,0.818712001063216,0.454191999291189,6320.68669985116,0.0414845330389006,0.0131386548704872,4.86035909104686E-4,0.00418806641251785,5.5840885500238E-4,6.46660990368235
121,1220,61.0,3.5336446,0.46365920000000005,0.00145338,13.5513008416086,6.44988968035029,0.951921849531405,0.82179186973507,0.452138753509953,6287.92560399456,0.042477728506578,0.0134784926279582,4.97313607951686E-4,0.00429329655501123,5.72439540668164E-4,6.57001616297316
122,1230,61.5,3.5626089,0.4607708,0.001373571,13.6362488837825,6.49446431743656,0.952529448939636,0.82284128279102,0.451439144805987,6209.82740859031,0.0406500499066913,0.0129067898789965,4.73252944742978E-4,0.00408818919530977,5.4509189270797E-4,6.17055800370799
123,1240,62.0,3.5915732000000005,0.4581122,0.0014128620000000002,13.7153852422607,6.53718718346377,0.953263370732158,0.824109765990435,0.45059348933971,6138.3740168185,0.0422995646571974,0.0134408751952076,4.89992623531739E-4,0.00423605604404619,5.64807472539492E-4,6.31044490130745
124,1250,62.5,3.6205375,0.4563884,0.001382433,13.7671888838095,6.57120783486178,0.954618679284581,0.826454798947055,0.449030134035297,6092.26556897732,0.0417017966061613,0.0132697713333226,4.81934672550625E-4,0.00417231750804349,5.56309001072466E-4,6.15130224411052
125,1260,63.0,3.6495017999999995,0.45435690000000006,0.001352162,13.8287441154291,6.60830927964428,0.955735274943909,0.828389300249984,0.447740466500011,6038.14985447066,0.0411542166534871,0.0131108455228072,4.74043246927216E-4,0.00410879836608849,5.47839782145132E-4,5.98982634101133
126,1270,63.5,3.6784661,0.4506748,0.00143908,13.9417276208468,6.6617856467538,0.955661425603034,0.82826128647485,0.447825809016766,5940.68029529103,0.0445182676835007,0.0141814637199306,5.0859779023101E-4,0.00440796132133498,5.87728176177998E-4,6.32319520220746
127,1280,64.0,3.7074304,0.44915459999999996,0.0013692620000000002,13.9889145233726,6.69428738441715,0.957084607705965,0.830730036022228,0.446179975985181,5900.67011222531,0.042645648242503,0.0136051645061809,4.86283781470302E-4,0.00422084463636006,5.62779284848008E-4,5.99612647048912
128,1290,64.5,3.7363947,0.4460168,0.00141624,14.0873287893631,6.74311690474656,0.957330804948358,0.831157479422441,0.445895013718373,5818.51377126078,0.0447315852780602,0.0142743081802872,5.06636438806813E-4,0.00439863277443525,5.864843699247E-4,6.15852134075844
129,1300,65.0,3.7653589999999997,0.4446715,0.0013578370000000002,14.1299483038144,6.77412465998386,0.958832193059786,0.833766543058193,0.444155637961205,5783.46647487665,0.0431468322458408,0.0137901905952874,4.87977390248652E-4,0.00424327869572073,5.65770492762764E-4,5.88674618442834
130,1310,65.5,3.7943233,0.4412644,0.0013794629999999998,14.2390487589291,6.82636388598348,0.958823022739181,0.833750594761917,0.444166270158722,5695.17946411043,0.044513540902322,0.0142268692802629,4.99572321196717E-4,0.00434406256468933,5.79208341958577E-4,5.93468024242771
131,1320,66.0,3.8232876000000005,0.4397004,0.0013857379999999999,14.2896965915418,6.85990867244465,0.960119569859176,0.836006960710201,0.442662026193199,5654.87947430155,0.0450346999351604,0.0144128989101611,5.04310879444851E-4,0.00439119687602677,5.8549291680357E-4,5.94054601190544
132,1330,66.5,3.8522519,0.437463,0.001328534,14.3627810973261,6.90061704127118,0.960902626658543,0.837371182234965,0.441752545176689,5597.47658301832,0.0436184157799747,0.0139710167645541,4.86361821916056E-4,0.00423836258235686,5.65115010980915E-4,5.66633669951794
133,1340,67.0,3.8812162000000003,0.43472209999999994,0.001324845,14.4533376775176,6.94691605084443,0.961288832495826,0.838044429699468,0.441303713533687,5527.55496241443,0.0440475240512751,0.0141141309898607,4.88265454830389E-4,0.00425666179407178,5.67554905876238E-4,5.61519919214286
134,1350,67.5,3.9101805,0.4326307,0.0013805870000000002,14.523207223111,6.98657990811353,0.962126312843028,0.839505284007222,0.440329810661852,5474.49798317718,0.0463456502058989,0.0148634565163048,5.11713986035133E-4,0.00446497086133616,5.95329448178155E-4,5.82330437722876
135,1360,68.0,3.9391448,0.43097349999999995,0.0013426820000000002,14.5790525570124,7.02173101784519,0.963263009085977,0.841490109060494,0.439006593959671,5432.63797565904,0.0454204990454275,0.0145839621948951,5.00168379867741E-4,0.00436938552143601,5.82584736191469E-4,5.6417275636312
136,1370,68.5,3.9681091,0.4287826,0.001342365,14.6535454264692,7.06285598310709,0.963979129630866,0.842741755493297,0.438172163004469,5377.54357629305,0.0458750110345018,0.0147408510696152,5.02978993840911E-4,0.00439720515949403,5.86294021265871E-4,5.61172202633737
137,1380,69.0,3.9970733999999997,0.42647920000000006,0.001375282,14.7326887388168,7.10546857153293,0.964585446349909,0.843802212287671,0.437465191808219,5319.92293746225,0.047509003098152,0.0152754976530234,5.18421922971076E-4,0.00453506288278308,6.04675051037744E-4,5.71844555551514
138,1390,69.5,4.0260377,0.42448739999999996,0.0012789960000000001,14.8018181627525,7.14485349878591,0.965402144550771,0.845231683340489,0.43651221110634,5270.34734943104,0.0445984173449855,0.0143518025828064,4.84798638417324E-4,0.00424452308857598,5.65936411810131E-4,5.29324951972104
139,1400,70.0,4.055002,0.4216705,0.0013224279999999998,14.9006992596816,7.19380723949277,0.965566395794296,0.845519319256721,0.436320453828852,5200.63134723701,0.0467310421776773,0.0150406413224037,5.04695821997452E-4,0.00441947927874975,5.892639038333E-4,5.43667825254074
140,1410,70.5,4.0839663,0.4200835,0.001337721,14.9569914247515,7.22904429278079,0.966644171610322,0.847407928613415,0.43506138092439,5161.55879799578,0.0476292963796721,0.0153468605811035,5.13033007283366E-4,0.0044975002258387,5.99666696778493E-4,5.47885170195427
141,1420,71.0,4.1129306,0.41804949999999996,0.001316464,15.0297639566118,7.26957865470217,0.967357661196559,0.848659350567651,0.434227099621566,5111.696358683,0.0473296659304149,0.0152615716465536,5.07711621107655E-4,0.00445413554808578,5.93884739744771E-4,5.36568375685754
142,1430,71.5,4.1418949000000005,0.41512959999999993,0.001290865,15.1354789135238,7.32073145109362,0.967360397767448,0.848664152141776,0.434223898572149,5040.5396294924,0.047064482965575,0.0151761056540993,5.0134210290958E-4,0.00439826843936004,5.86435791914672E-4,5.22459828514975
143,1440,72.0,4.170859200000001,0.4145068,0.001295189,15.1582200995969,7.34510465767665,0.969124951269441,0.851763057380172,0.432157961746552,5025.4267912563,0.0473641444062601,0.0153005913798785,5.04696174067477E-4,0.00443577018328436,5.91436024437914E-4,5.23423459747058
144,1450,72.5,4.1998235,0.41272029999999993,0.0012808610000000001,15.2238339310656,7.38329766281619,0.969965607382236,0.853241402107729,0.431172398594847,4982.20155202002,0.0472465617823467,0.0152758466653121,5.0170826660623E-4,0.00441333446866683,5.88444595822244E-4,5.15402130863761
145,1460,73.0,4.2287878,0.4107559,0.00138928,15.2966404309216,7.42380704948965,0.970645428061798,0.854437845395788,0.430374769736141,4934.88744925542,0.0517370940207329,0.0167394579241426,5.47161254124285E-4,0.00481654030959125,6.42205374612168E-4,5.56367779136106
146,1470,73.5,4.257752099999999,0.4082978,0.0013286620000000002,15.3887317227269,7.47055181460063,0.970911956775196,0.854907148561344,0.430061900959104,4876.00016109405,0.05007723056108,0.0162068606379803,5.26582077392549E-4,0.0046366591648784,6.18221221983787E-4,5.28907750342972
147,1480,74.0,4.2867164,0.4050125,0.001321723,15.5135589819563,7.5278891892863,0.970491580692982,0.854167009943675,0.430555326704216,4797.84800974707,0.0506271478492843,0.0163777402474097,5.27852450442176E-4,0.00464583267135288,6.19444356180384E-4,5.21911962798426
148,1490,74.5,4.3156807,0.405225,0.001309663,15.5054236712434,7.54216795625828,0.972842550603261,0.858310380721295,0.427793079519136,4802.88395390404,0.0501126033229726,0.0162505576113634,5.24028170913575E-4,0.00462334648712277,6.16446198283036E-4,5.17421137040889
149,1500,75.0,4.344645,0.4024394,0.001251456,15.6127489186685,7.59384430086476,0.972774793269704,0.858190824278274,0.427872783814484,4737.07888837152,0.0485505850340726,0.0157429284398811,5.04169013473885E-4,0.00444782517230334,5.93043356307113E-4,4.91025961285589
150,1510,75.5,4.3736093,0.4012305,0.001284785,15.6597898394553,7.62596171054987,0.973954540735407,0.860273654524678,0.426484230316881,4708.66192208165,0.0501444010086089,0.0162794556849306,5.19785254202901E-4,0.00459115432495988,6.12153909994651E-4,5.02588761951187
151,1520,76.0,4.402573599999999,0.39978769999999997,0.001252408,15.7163046966667,7.66113604221615,0.974928418617515,0.861994926550043,0.425336715633305,4674.85869607688,0.0492341953805557,0.0159999387480903,5.09023560464685E-4,0.00450059428195968,6.00079237594624E-4,4.88161627603538
152,1530,76.5,4.4315379,0.3971409,0.001275222,15.8210481649701,7.7119759009127,0.97490075505718,0.861946009091303,0.425369327272465,4613.16366738608,0.0508014880437385,0.0165088030172897,5.21735438927564E-4,0.00461285702213593,6.15047602951457E-4,4.93763279669879
153,1540,77.0,4.4605022000000005,0.39511940000000007,0.001291022,15.9019914162139,7.75507975311383,0.975359569771448,0.862757510303298,0.424828326464468,4566.31995871929,0.0519585238339178,0.0168927478175365,5.31151960008998E-4,0.00469832210409809,6.26442947213079E-4,4.97336545674185
154,1550,77.5,4.4894665,0.39399520000000005,0.001260825,15.9473651130257,7.78660616727978,0.976538269750872,0.864844016164307,0.423437322557129,4540.3725919183,0.0510332019746196,0.0166119582520473,5.20837082938508E-4,0.00461264907406809,6.15019876542412E-4,4.84321913330027
155,1560,78.0,4.5184308,0.3908252,0.001282668,16.0767148770847,7.84545418970515,0.976002155874253,0.863894688072191,0.424070207951872,4467.60480331155,0.0527629429165786,0.0171655820122836,5.3386472744973E-4,0.00472542913370727,6.30057217827636E-4,4.88748227925086
156,1570,78.5,4.547395099999999,0.3890361,0.001258426,16.1506485058317,7.88626826324438,0.976588433634328,0.864932870948753,0.423378086034165,4426.79527109505,0.0522429563647172,0.0170066223082152,5.26499672817301E-4,0.00466303775346536,6.21738367128715E-4,4.77315966806427
157,1580,79.0,4.5763594,0.38943649999999996,0.001250493,16.1340431807999,7.89755860479205,0.978993116144678,0.869197614543153,0.420534923637898,4435.91216774558,0.0518069263135018,0.0169062080765109,5.23929677361652E-4,0.00465170202160862,6.20226936214483E-4,4.74795173229412
158,1590,79.5,4.6053237000000005,0.3869822,0.0012696,16.2363677377915,7.94761179965679,0.978988888156068,0.869190106932288,0.420539928711808,4380.17649266251,0.0532678052889774,0.0173828631581233,5.35306401001969E-4,0.00475268957142918,6.33691942857224E-4,4.79011874885918
159,1600,80.0,4.634288,0.3850201,0.0012507039999999998,16.3191098521339,7.99127341305171,0.979376140666981,0.869877883122683,0.420081411251545,4335.87183720136,0.0530111959570508,0.0173059668361858,5.3023623815863E-4,0.00470953658407735,6.27938211210314E-4,4.69489969508526
160,1610,80.5,4.6632523,0.38326109999999997,0.001245485,16.3940073938617,8.03237041982302,0.979915432126803,0.870836139819622,0.419442573453585,4296.34467124976,0.0532756658553239,0.0174018823761543,5.3073912796544E-4,0.00471659898697103,6.28879864929472E-4,4.65394900314825
161,1620,81.0,4.6922166,0.38136390000000003,0.001245594,16.4755639093779,8.07563872571446,0.980317125426927,0.871550243770633,0.418966504152911,4253.91484619775,0.0538117623407396,0.017584197390677,5.33644781064764E-4,0.00474436513410262,6.32582017880349E-4,4.6313165360214
162,1630,81.5,4.7211809,0.3802851,0.0011988769999999999,16.5223021022375,8.10751807719821,0.98140295789656,0.873482030205638,0.417678646529574,4229.88198680403,0.052087783553508,0.0170397016165629,5.15657609669761E-4,0.00458952820715671,6.11937094287561E-4,4.44500562577362
163,1640,82.0,4.7501452,0.3784622,0.001231198,16.601883377467,8.15013007796222,0.981831987691714,0.874245899371157,0.417169400419228,4189.42722623271,0.0540085789560241,0.017675783476266,5.32342719027186E-4,0.00474010263470597,6.32013684627463E-4,4.5429586909721
164,1650,82.5,4.7791095,0.37676459999999995,0.001253413,16.6766870007946,8.19117463071592,0.982350346963473,0.875169261209298,0.416553825860468,4151.92799269495,0.0554796716138591,0.0181668248864314,5.44677275695279E-4,0.00485249290582736,6.46999054110315E-4,4.60418390431563
165,1660,83.0,4.8080738,0.3762278,0.001223767,16.7004812169106,8.21549441241911,0.983863196001833,0.877866910736093,0.414755392842604,4140.10539989583,0.0543221362094321,0.0178151835148863,5.33373358632534E-4,0.00475910497022804,6.34547329363739E-4,4.48888002154929
166,1670,83.5,4.837038099999999,0.3748126,0.001235094,16.7635381179277,8.25266658586411,0.984597228557417,0.879177302816032,0.413881798122645,4109.01754539066,0.0552397260610337,0.0181296270619882,5.4074584179218E-4,0.00482848678532625,6.437982380435E-4,4.51338697098829
167,1680,84.0,4.8660024,0.37247529999999995,0.00119303,16.8687301068811,8.30366281277346,0.984503606396098,0.879010114521028,0.413993256985981,4057.93035238875,0.054030162750154,0.0177309633605649,5.25557147699341E-4,0.00469241601133025,6.25655468177367E-4,4.33248651951807
168,1690,84.5,4.8949667,0.3701752,0.001280923,16.9735447085045,8.35453505611155,0.984418422856078,0.878858009534452,0.414094660310365,4007.96823593138,0.0587338206574932,0.0192728850333204,5.67733062371582E-4,0.00506854339128652,6.75805785504869E-4,4.62294493406899
169,1700,85.0,4.923931,0.3696768,0.00124158,16.996428521291,8.37850320809294,0.985913387344571,0.881529351551221,0.412313765632519,3997.18292878905,0.0570834461980424,0.0187597779341379,5.51874116101449E-4,0.00493444188860362,6.5792558514715E-4,4.47492005694876
170,1710,85.5,4.9528953,0.36776390000000003,0.001230895,17.084834338497,8.42398470941981,0.986135954556862,0.881927402087092,0.412048398608605,3955.92294986704,0.0571824400466829,0.0187965533664421,5.50094691994995E-4,0.00491964196590979,6.55952262121306E-4,4.41345274271218
171,1720,86.0,4.9818596,0.3665947,0.0012445569999999999,17.1393239105191,8.45831052256376,0.987006321453851,0.883484873257521,0.411010084494986,3930.80948571212,0.0581865082831365,0.0191434838329275,5.58466714698658E-4,0.00499892334962272,6.66523113283029E-4,4.44825167149572
172,1730,86.5,5.0108239,0.3649981,0.0011694639999999998,17.2142959297037,8.49936661159578,0.987477692529952,0.884328938081753,0.410447374612165,3896.64497705496,0.0551550799172243,0.0181548036826552,5.27317636364339E-4,0.00472235726361698,6.29647635148931E-4,4.16165273321204
173,1740,87.0,5.0397882,0.3629165,0.001187037,17.3130329075134,8.54824322632439,0.987492286532266,0.884355077394135,0.41042994840391,3852.32624355321,0.056627931338024,0.0186398817995258,5.38319366083935E-4,0.004820953754765,6.42793833968667E-4,4.2000972557679
174,1750,87.5,5.0687525,0.3620963,0.001195576,17.3522494076288,8.57751636751226,0.98863451832835,0.886402126703856,0.409065248864096,3834.93322058004,0.0572939655494277,0.0188809306780265,5.44048504447084E-4,0.00487789716453924,6.50386288605232E-4,4.22075022595573
175,1760,88.0,5.0977168,0.36062540000000004,0.001181777,17.4230248539886,8.61717564027111,0.989171020817133,0.887364435774624,0.408423709483584,3803.84013126794,0.0570956178984401,0.0188257768802617,5.40255697217579E-4,0.00484651978117472,6.46202637489963E-4,4.1550879655264
176,1770,88.5,5.126681099999999,0.3588009,0.001191159,17.5116208102588,8.66270789363693,0.989366773926725,0.887715682488682,0.408189545007545,3765.44821325083,0.0581356533183921,0.0191724945912467,5.47422046165336E-4,0.00491177941414276,6.54903921885701E-4,4.16688617396411
177,1780,89.0,5.155645400000001,0.3565601,0.001125165,17.6216724955473,8.71531528586493,0.989158695131481,0.887342321687735,0.408438452208176,3718.56277422318,0.0556071448640845,0.018334763617915,5.20233355334119E-4,0.00466684542746922,6.22246056995897E-4,3.91144595619722
178,1790,89.5,5.1846097,0.35617150000000003,0.001185082,17.64089857605,8.73795554232068,0.990647444023479,0.890015348823182,0.406656434117878,3710.46177776756,0.0586961937333629,0.0193824114319543,5.49360094906636E-4,0.00493554916481749,6.58073221975666E-4,4.1152473499614
179,1800,90.0,5.2135739999999995,0.3548432,0.001195046,17.7069345197529,8.77603017030742,0.991253473097486,0.891104616579281,0.405930255613812,3682.83791651785,0.0596336671242189,0.0197040265501405,5.5639293543893E-4,0.00500179143738513,6.66905524984684E-4,4.13437138881153
180,1810,90.5,5.2425383000000005,0.3537337,0.0011888719999999999,17.7624730331874,8.8106273122433,0.992049620093052,0.892536611901902,0.404975592065398,3659.84341876423,0.0596983178020967,0.0197412311652548,5.5570052459391E-4,0.00499957918845466,6.66610558460622E-4,4.10015157820047
181,1820,91.0,5.2715026,0.35215,0.001178316,17.8423549827619,8.85326773588202,0.992387803564662,0.893145235849148,0.404569842767234,3627.14583193306,0.059701639511197,0.0197490596345753,5.53431978392304E-4,0.00498086668429564,6.64115557906086E-4,4.04555252790008
182,1830,91.5,5.3004669,0.3517813,0.00113571,17.8610554545668,8.87564917192287,0.993854948213995,0.895788037133234,0.402807975244511,3619.55458627826,0.0576636088680837,0.0191030876684738,5.34769283849614E-4,0.00482001853449186,6.42669137932249E-4,3.89518936830172
183,1840,92.0,5.3294312,0.34956309999999996,0.001215736,17.9743952012658,8.92936310508627,0.993564790926312,0.895265060443834,0.403156626370777,3574.05141490094,0.0625126603019771,0.0207034594210605,5.75915328144185E-4,0.00518936334872371,6.91915113163162E-4,4.14336540951262
184,1850,92.5,5.3583955,0.3479665,0.001201882,18.0568684260686,8.97285294443297,0.993843753269967,0.895767856642158,0.402821428905228,3541.4776169387,0.0623687197981994,0.0206615875236285,5.72125438257042E-4,0.00515666145580485,6.8755486077398E-4,4.07744059768352
185,1860,93.0,5.3873598,0.34601370000000004,0.0011759539999999999,18.158776103893,9.02278029373477,0.993765245202889,0.895626340986193,0.402915772675871,3501.83936645579,0.0617139881873964,0.0204430722011654,5.62897854023949E-4,0.00507309093150588,6.76412124200784E-4,3.96708955969196
186,1870,93.5,5.4163241,0.3449566,0.001186919,18.2144226467318,9.05737801577536,0.994528148538438,0.897001995041995,0.401998669972004,3480.47524270704,0.0626717804890128,0.0207762832717818,5.70325057091769E-4,0.00514397420309902,6.8586322707987E-4,3.99184727837125
187,1880,94.0,5.445288400000001,0.34418190000000004,0.001172871,18.2554204831212,9.0871046292436,0.995551391176712,0.89884874591566,0.400767502722893,3464.85996541176,0.062209120460602,0.0206441254728107,5.65424540396044E-4,0.00510502163473658,6.80669551298212E-4,3.9357422848136
188,1890,94.5,5.4742527,0.34307020000000005,0.001118714,18.3145761630698,9.12284301296639,0.996238507704266,0.900089921346787,0.399940052435475,3442.5132698317,0.0597218084161564,0.0198323884313039,5.41437275280623E-4,0.0048918228993636,6.5224305324848E-4,3.74188508177675
189,1900,95.0,5.503217,0.34219479999999997,0.0011822760000000001,18.3614283653042,9.15448379972154,0.997142882088616,0.901724846599335,0.39885010226711,3424.96740721213,0.0634383575729916,0.0210857022351004,5.74184693467094E-4,0.00519240134926108,6.92320179901478E-4,3.94439732995078
190,1910,95.5,5.5321812999999995,0.340677,0.0011399910000000001,18.4432330541234,9.19773395799025,0.997410153740253,0.902208303469262,0.398527797687159,3394.65200333767,0.061715700480523,0.0205186221014886,5.56264241775692E-4,0.00503169349109874,6.70892465479832E-4,3.78645337757554
191,1920,96.0,5.5611456,0.339061,0.001142545,18.5311354215896,9.24301053018611,0.997565483161663,0.902489332102063,0.398340445265291,3362.52334890791,0.0624449763324596,0.0207643176620362,5.60254868081232E-4,0.00506857996027535,6.75810661370047E-4,3.77693516277601
192,1930,96.5,5.5901099,0.3373908,0.001113187,18.6228708879424,9.28956140039606,0.997650840871233,0.902643783552849,0.398237477631434,3329.47764800882,0.0614442888636439,0.0204333154838498,5.48608096109381E-4,0.00496363724935518,6.61818299914024E-4,3.66175884123494
193,1940,97.0,5.6190742,0.33574109999999996,0.001169257,18.714376366729,9.33603564689285,0.997739434533417,0.902804104310071,0.398130597126619,3296.99774090578,0.0651749683533902,0.021675878690215,5.79123724602201E-4,0.00524019856665985,6.98693142221314E-4,3.82739129201863
194,1950,97.5,5.6480385,0.3364346,0.001134131,18.6758000133743,9.33919331949555,1.00013850146258,0.907150913378632,0.395232724414245,3310.63223113762,0.0629566749227584,0.0209884648381049,5.61916084533845E-4,0.00509672098995873,6.79562798661164E-4,3.72007976481644
195,1960,98.0,5.6770027999999995,0.3350767,0.001169469,18.7514837861886,9.38038797571293,1.00049554293107,0.907798720271248,0.394800853152501,3283.96175646728,0.0654455502037301,0.0218259937611678,5.81980445121993E-4,0.00528059427188311,7.04079236251081E-4,3.82050982294903
196,1970,98.5,5.7059671,0.3332133,0.001108758,18.8563460917664,9.4313121905059,1.00033295364939,0.907503693771895,0.394997537485403,3247.53833952074,0.0627439678428644,0.0209216195586449,5.54763352794536E-4,0.00503282222177776,6.71042962903701E-4,3.6020312056875
197,1980,99.0,5.734931400000001,0.33100949999999996,0.001098779,18.98188815481,9.48912909862394,0.999808767308471,0.906552857548062,0.395631428301292,3204.72337491314,0.063009974290327,0.0209993082411168,5.53140658870534E-4,0.00501547157137888,6.68729542850518E-4,3.54600371002815
198,1990,99.5,5.7638957,0.33067090000000005,0.001120434,19.0013252063595,9.51156480311658,1.00114751995647,0.908982247291958,0.394011835138694,3198.17030417986,0.0643834422873685,0.0214857745240865,5.65375685399444E-4,0.00513327407634155,6.84436543512207E-4,3.61219039493492
199,2000,100.0,5.79286,0.3295068,0.00108775,19.0684541477735,9.54989672031467,1.00164351512781,0.909883138475836,0.393411241016109,3175.6921435113,0.062947747965264,0.0210170678471021,5.51095219471583E-4,0.00500609488624155,6.67479318165541E-4,3.49447429623548
200,2010,100.5,5.821824299999999,0.3274249,0.0011328830000000001,19.1896990949057,9.60629267276359,1.0011926320735,0.909064167361842,0.393957221758771,3135.68940568595,0.0663959395871665,0.0221583751714229,5.77350771938506E-4,0.00524223692778297,6.98964923704396E-4,3.61647227703382
201,2020,101.0,5.8507886,0.3259239,0.001098752,19.2780747505156,9.65171704623707,1.00131544992364,0.909287213659209,0.393808524227194,3107.00568917472,0.0649900887547018,0.0216918599873305,5.62604416365548E-4,0.00510896942804994,6.81195923739993E-4,3.4914374336996
202,2030,101.5,5.879752900000001,0.3256467,0.001118749,19.2944848118516,9.67310322341806,1.00268064348382,0.911768348408415,0.39215443439439,3101.72288712732,0.0662855959810867,0.0221544280106748,5.74112971315683E-4,0.00522058582718411,6.96078110291215E-4,3.55195715505056
203,2040,102.0,5.9087172,0.32497509999999996,0.0011426469999999999,19.3343591776096,9.70230513705502,1.00363348460919,0.913502067271639,0.390998621818907,3088.94235519108,0.0679816623218765,0.0227428908818768,5.88147004846547E-4,0.00535328397294509,7.13771196392679E-4,3.62034990304592
204,2050,102.5,5.9376815,0.32384650000000004,0.0011242560000000001,19.401739117698,9.74069800954997,1.00410565779277,0.914361808698706,0.390425460867529,3067.52454935593,0.0673545078100479,0.0225436807899722,5.80970619520603E-4,0.0052904526763985,7.05393690186467E-4,3.54970938367477
205,2060,103.0,5.9666458,0.32247529999999996,0.001117148,19.4842374196709,9.78414845805062,1.00431423076099,0.91474171087784,0.390172192748107,3041.60310238467,0.0674990514464533,0.0225967526435138,5.7987264671443E-4,0.00528155113907823,7.04206818543765E-4,3.51233187226312
206,2070,103.5,5.9956100999999995,0.3214807,0.001109743,19.5445179358499,9.82015725093284,1.00490145453217,0.915811724821993,0.389458850118671,3022.86980271018,0.0674671666687421,0.0225992846395278,5.7814893960814E-4,0.00526893035330547,7.02524047107396E-4,3.47828926533693
207,2080,104.0,6.0245744000000006,0.3188597,0.001155352,19.705172234621,9.88977216845966,1.00377424269186,0.91375831981451,0.390827786790327,2973.780421749,0.0713994592343085,0.0238896460405087,6.06177042150787E-4,0.00551816625679117,7.3575550090549E-4,3.59171882160979
208,2090,104.5,6.0535387,0.3198323,0.0011387769999999999,19.6452494234622,9.8855039015058,1.0064014651501,0.918547819157387,0.387634787228408,2991.94960366378,0.0699477763900082,0.023465181547632,5.97222795237401E-4,0.00545088332154378,7.26784442872505E-4,3.55098947564231
209,2100,105.0,6.082503,0.3189204,0.001155802,19.7014217565875,9.9201101724164,1.00704510516856,0.919723102004378,0.386851265330415,2974.91274203234,0.0714000818671598,0.0239677009843192,6.08273384541531E-4,0.00555529321602331,7.40705762136442E-4,3.59380177317649
210,2110,105.5,6.111467299999999,0.3171501,0.0011201660000000001,19.8113931137956,9.97277101401455,1.00677130141545,0.919223046144096,0.387184635903936,2941.97743206916,0.0699733311725519,0.0234823805629881,5.926483924706E-4,0.0054111202797826,7.21482703971014E-4,3.46366288619719
211,2120,106.0,6.1404316,0.3159135,0.00110886,19.8889420907292,10.0145497304991,1.00704699976648,0.919726562638079,0.38684895824128,2919.08002965156,0.0698104143277384,0.023434122767068,5.89124415470827E-4,0.00538041793216002,7.17389057621336E-4,3.41533476904219
212,2130,106.5,6.1693959000000005,0.31503600000000004,0.001112339,19.944340669573,10.0488880664249,1.00769318303467,0.920907247531152,0.386061834979232,2902.88613322573,0.0704201042295233,0.0236539529935606,5.92999121541455E-4,0.0054192803722514,7.22570716300187E-4,3.41653383374828
213,2140,107.0,6.1983602,0.31414109999999995,0.001165574,20.0011565095417,10.0836945467282,1.0083111485996,0.922037082431926,0.385308611712049,2886.41751935633,0.0742113273221891,0.0249427028971125,6.235315164204E-4,0.00570180326780179,7.60240435706906E-4,3.56987482557597
214,2150,107.5,6.2273245,0.31365440000000006,0.0011438210000000002,20.0321924614467,10.1098216557227,1.00935748048345,0.923951684618737,0.384032210254175,2877.48057248342,0.0730525138925021,0.0245787004551728,6.13480039752917E-4,0.00561571026291086,7.48761368388115E-4,3.49782298170487
215,2160,108.0,6.2562888,0.3121625,0.001123967,20.1279311486152,10.1577072995057,1.00931459120224,0.923873165793693,0.384084556137538,2850.17214878119,0.0724722873161112,0.024382445681984,6.05686831447193E-4,0.00554413673721026,7.39218231628036E-4,3.42076049018182
216,2170,108.5,6.285253099999999,0.311481,0.001120258,20.1719697419091,10.1881923336492,1.01013361253287,0.925373151708367,0.383084565527755,2837.74098203366,0.0725495631487365,0.0244282507703717,6.05499886300637E-4,0.00554692301288849,7.39589735051799E-4,3.40202884183526
217,2180,109.0,6.3142174,0.3103606,0.001128587,20.2447904378957,10.2283608194143,1.0104684314507,0.925986701801,0.382675532132666,2817.36293764652,0.0736176154638619,0.0247960921416363,6.12406737864303E-4,0.00561205553489224,7.48274071318966E-4,3.4149944566736
