,Frame,t,thickness,q_y,q_y Fehler,Distance,Radius,2R/D,Coverage,Porosity,Particle Density,Fehler Distance,Fehler Radius,Fehler 2R/D,Fehler Coverage,Fehler Porosity,Fehler Particle Density
115,1160,58.0,2.6126447999999995,0.5527133000000001,0.0015998470000000002,11.3678923723739,5.18765116122064,0.912684777668659,0.755441543428275,0.49637230438115,8935.30665703338,0.0329047419489728,0.0100105523633143,4.40299399193901E-4,0.00364441772051048,4.85922362734731E-4,8.62118060685645
116,1170,58.5,2.6351676,0.5494536999999999,0.001591449,11.4353316888749,5.22307101584328,0.913497073447312,0.75678683824325,0.495475441171166,8830.22634726393,0.0331215299504368,0.0100854735592738,4.40978619320928E-4,0.00365328827808234,4.87105103744312E-4,8.52534974898815
117,1180,59.0,2.6576904,0.5458086,0.0016229460000000001,11.5117008181615,5.2612038744454,0.914061954449863,0.757723079191687,0.494851280538875,8713.45475075141,0.0342297076228406,0.0104293578166604,4.52989440109771E-4,0.00375511256901483,5.00681675868644E-4,8.63640143810669
118,1190,59.5,2.6802132000000003,0.5447439000000001,0.0016072010000000002,11.5342003961487,5.28289665485389,0.916040379637909,0.761006709511563,0.492662193658958,8679.49351666202,0.0340302634153234,0.0103910318060503,4.50444393593157E-4,0.00374209711062909,4.98946281417212E-4,8.53593199756969
119,1200,60.0,2.7027360000000002,0.54071,0.001639477,11.620249869948,5.32396909775358,0.91632609579632,0.761481504787586,0.492345663474943,8551.42389018901,0.0352335492149817,0.0107618068644039,4.63062627088416E-4,0.00384812380334695,5.13083173779593E-4,8.64287251035084
120,1210,60.5,2.7252587999999998,0.5365302,0.001566694,11.7107765922209,5.36640839384004,0.916490610435654,0.761754957876925,0.492163361415383,8419.72634342421,0.034196031131841,0.0104467804821659,4.46032780144801E-4,0.00370726855007737,4.94302473343649E-4,8.19533535042057
121,1220,61.0,2.7477816,0.5349335999999999,0.0016000629999999999,11.7457293899272,5.39185333441331,0.918095957333597,0.764425911530934,0.490382725646044,8369.69026560753,0.0351331585917115,0.0107518702904701,4.57692746594801E-4,0.00381084561174796,5.08112748233061E-4,8.34498070754873
122,1230,61.5,2.7703043999999997,0.5316333000000001,0.001637585,11.8186451209501,5.42889736750359,0.918700462184142,0.76543288971971,0.489711406853527,8266.73438618544,0.0364048602117118,0.0111483873007496,4.71644050001451E-4,0.00392959275598315,5.23945700797754E-4,8.48798111392539
123,1240,62.0,2.7928272,0.5295658000000001,0.0016026920000000002,11.86478678793,5.45772924452663,0.919987748971393,0.767579447844769,0.488280368103487,8202.56143341663,0.0359079058102338,0.0110116111455446,4.6404589236895E-4,0.00387170470734461,5.16227294312615E-4,8.27481658171365
124,1250,62.5,2.81535,0.5247387,0.00161101,11.9739316104941,5.50587041897613,0.919642870542322,0.767004066322599,0.488663955784934,8053.70692676296,0.0367613891710715,0.0112691164874692,4.70568767805255E-4,0.00392465564570954,5.23287419427938E-4,8.24194492489589
125,1260,63.0,2.8378728,0.5182126,0.001667378,12.1247250784323,5.56676533940211,0.918250154686706,0.764682708981801,0.490211527345466,7854.62703974693,0.0390119805111381,0.0119409190463291,4.92420197946175E-4,0.00410068224874198,5.46757633165598E-4,8.42423381464103
126,1270,63.5,2.8603956000000004,0.517146,0.0018804370000000002,12.1497320044622,5.5891252075022,0.920040903856895,0.767668148539738,0.488221234306841,7822.32707813596,0.0441786373698623,0.013548717818978,5.57572702591386E-4,0.00465230189745133,6.20306919660178E-4,9.48113509133381
127,1280,64.0,2.8829184,0.5170210999999999,0.001749304,12.1526670907234,5.60465894526643,0.922375130237001,0.771568375922726,0.485621082718183,7818.54907088255,0.0411176819523821,0.012641975748624,5.20131739569916E-4,0.00435091090826251,5.80121454435001E-4,8.81783429721477
128,1290,64.5,2.9054412,0.5166857,0.0016129879999999999,12.1605558411614,5.62164806567855,0.924570905986093,0.775246288825438,0.483169140783041,7808.40832118928,0.0379627898452063,0.0116997636669807,4.81053819405974E-4,0.00403360289411263,5.37813719215017E-4,8.12542255454876
129,1300,65.0,2.927964,0.5129612,0.00157526,12.2488509992171,5.6633858499422,0.924721159609859,0.775498282541499,0.483001144972334,7696.24110888208,0.0376151744518429,0.0115945159126784,4.73289940151103E-4,0.00396914823368162,5.29219764490883E-4,7.87816620384907
130,1310,65.5,2.9504867999999997,0.509692,0.001678109,12.3274159829458,5.70212323219567,0.925112487496848,0.776154779505847,0.482563480329435,7598.45447345661,0.0405867616280521,0.0125157733363896,5.07639774373821E-4,0.00425901760567093,5.67869014089458E-4,8.33904582767489
131,1320,66.0,2.9730096,0.5089996,0.0016857870000000002,12.3441851568834,5.72177876240934,0.927040333515858,0.779393014860675,0.48040465675955,7577.82398950409,0.0408834640794747,0.0126335400585066,5.11720291697904E-4,0.00430219923009413,5.73626564012551E-4,8.36582004504138
132,1330,66.5,2.9955324,0.503749,0.001659756,12.4728491911241,5.77598150615831,0.926168739419793,0.777928148698066,0.481381234201289,7422.29182453544,0.0410956374743442,0.0126871649184221,5.08591289929588E-4,0.00427187254092318,5.69583005456425E-4,8.15167433882327
133,1340,67.0,3.0180552000000005,0.5030104999999999,0.0016993770000000002,12.4911613319793,5.79608764509046,0.928030227301855,0.781058375443069,0.479294416371287,7400.54549986931,0.0422002965561455,0.0130543836017351,5.22544832093149E-4,0.00439789573274421,5.86386097699227E-4,8.33403199994925
134,1350,67.5,3.040578,0.502891,0.0016296120000000001,12.4941295572591,5.81139049843144,0.930259362494766,0.784815097390381,0.476789935073079,7397.02962837917,0.0404870706695171,0.0125544921834352,5.02415639516921E-4,0.00423863918983283,5.65151891977711E-4,7.98999401908978
135,1360,68.0,3.0631008,0.49729399999999996,0.0016736370000000002,12.6347498807136,5.86933459597868,0.92907808249342,0.782823184615848,0.478117876922768,7233.2932140429,0.042522099374028,0.0131687835166722,5.21133526227289E-4,0.00439097008419873,5.85462677893165E-4,8.11452055515859
136,1370,68.5,3.0856236,0.4980499,0.0016232,12.6155738755887,5.87773040881959,0.931821329221186,0.787452822445716,0.475031451702856,7255.29951946319,0.041115557928745,0.0127707846136113,5.06151552816907E-4,0.00427732716940574,5.70310289254099E-4,7.88194260587988
137,1380,69.0,3.1081464,0.4952799,0.0016594379999999998,12.6861302208702,5.91394486907802,0.932348126042227,0.788343432888112,0.474437711407925,7174.82046501449,0.0425049483362043,0.0132098029762606,5.20639578274582E-4,0.00440224826939603,5.86966435919471E-4,8.01309166986366
138,1390,69.5,3.1306692000000003,0.4940152,0.001669734,12.7186072557678,5.93830870389499,0.933798581004537,0.790798194260235,0.47280120382651,7138.22535912387,0.042987930265308,0.0133806894273555,5.2602809247402E-4,0.00445473011118862,5.93964014825149E-4,8.04222055096775
139,1400,70.0,3.1531919999999998,0.48917659999999996,0.0016542870000000002,12.844411010624,5.99170294861546,0.932966555439493,0.789389601013672,0.473740265990886,6999.08036061014,0.0434369554012438,0.0135084088864924,5.25847735459387E-4,0.00444923488058677,5.93231317411569E-4,7.88978026375523
140,1410,70.5,3.1757147999999997,0.4862594,0.001636844,12.9214680624777,6.02993192717551,0.933319944455174,0.789987724161807,0.473341517225462,6915.85137215584,0.0434961822213788,0.0135319514582898,5.23622834219001E-4,0.00443208798420455,5.90945064560607E-4,7.76003495487185
141,1420,71.0,3.1982376,0.48558850000000003,0.001665816,12.9393206535566,6.04971939526784,0.935090729605646,0.792988250620772,0.471341166252818,6896.7807121295,0.0443884634290662,0.013835746884653,5.34639617298995E-4,0.00453392298107037,6.04523064142716E-4,7.88649076241627
142,1430,71.5,3.2207604,0.4839164000000001,0.001703356,12.9840305209321,6.0778479405293,0.936203581889452,0.794876845763811,0.470082102824126,6849.3650426544,0.0457029897974378,0.0142624342504728,5.49229849216686E-4,0.00466319611022641,6.21759481363522E-4,8.03644805975827
143,1440,72.0,3.2432832,0.48133159999999997,0.0016673579999999999,13.0537560949241,6.11377276137709,0.93670706223083,0.795732028303945,0.469511981130703,6776.38981020418,0.0452188982707982,0.014118953785518,5.4080042873668E-4,0.00459409605647059,6.12546140862746E-4,7.82459033866495
144,1450,72.5,3.265806,0.4774772,0.00164056,13.1591315924186,6.16082614610927,0.936357555639722,0.795138327851317,0.469907781432455,6668.2965973417,0.0452133524391495,0.0141119547240664,5.36203875801226E-4,0.00455334877818863,6.07113170425151E-4,7.63718188410176
145,1460,73.0,3.2883288,0.47601640000000006,0.001698201,13.1995143595464,6.18758322343881,0.937547102854388,0.797159896179743,0.468560069213505,6627.55686474303,0.0470896138975381,0.0147162436947229,5.57453982542907E-4,0.00473981475166379,6.31975300221839E-4,7.8813276848329
146,1470,73.5,3.3108516000000003,0.4737436,0.001632516,13.2628394498197,6.22149733354602,0.938184821898092,0.79824472048265,0.467836853011566,6564.41975062122,0.0457036202858715,0.0142928142859995,5.38829348725691E-4,0.00458457302678585,6.11276403571447E-4,7.54030962008785
147,1480,74.0,3.3333744,0.47297570000000005,0.0016641120000000001,13.2843723412843,6.24232052159197,0.939799090423338,0.800994050642699,0.4660039662382,6543.15621250593,0.0467395754699434,0.0146419368378086,5.51096298027771E-4,0.00469701301639501,6.26268402186001E-4,7.67378730810459
148,1490,74.5,3.3558972000000002,0.47077120000000006,0.0016775070000000002,13.3465796275974,6.27586428620919,0.940445336756132,0.802096025413034,0.465269316391311,6482.30415418462,0.0475580935098665,0.0149085957554553,5.58517469323304E-4,0.00476353728131819,6.35138304175759E-4,7.69950143847215
149,1500,75.0,3.3784199999999998,0.4682255,0.001718524,13.4191437825996,6.31265066568118,0.940842540768764,0.802773710820123,0.464817526119918,6412.38745445768,0.0492521672780491,0.0154461780667493,5.75527705678888E-4,0.00491068900424205,6.5475853389894E-4,7.84511005757157
150,1510,75.5,3.4009428,0.4664608,0.001628376,13.4699106702634,6.3425941934859,0.941742577029561,0.804310356989157,0.463793095340562,6364.14311168646,0.0470223419794349,0.0147609805045594,5.47924216644817E-4,0.00467963467981509,6.23951290642013E-4,7.4055654148827
151,1520,76.0,3.4234656,0.46410559999999995,0.001688416,13.5382665220579,6.37805169880159,0.942225755182148,0.805135900821387,0.463242732785742,6300.03916159112,0.0492522085665566,0.0154688998036708,5.71302824422439E-4,0.00488180684568786,6.50907579425048E-4,7.63984670806029
152,1530,76.5,3.4459883999999996,0.4616309,0.0016619710000000002,13.6108421407224,6.41483181466596,0.942606158875854,0.805786145192829,0.462809236538114,6233.0322537035,0.0490019730556565,0.0153965205331102,5.65597645389084E-4,0.00483500709301259,6.44667612401679E-4,7.48008769756665
153,1540,77.0,3.4685112,0.4601807,0.001760302,13.6537349505957,6.44227636798599,0.943665069125269,0.80759757930511,0.461601613796593,6193.93198865727,0.0522288243314061,0.0164288390410093,6.01624357747348E-4,0.00514875871603606,6.86501162138141E-4,7.89776050110849
154,1550,77.5,3.4910339999999995,0.4589182,0.001690911,13.6912968524229,6.46802599652766,0.944837595188513,0.80960574413449,0.460262837243673,6159.99265864971,0.0504463855476363,0.0158878805355938,5.80218247652052E-4,0.00497173301044425,6.62897734725901E-4,7.56561797318857
155,1560,78.0,3.5135568,0.45730590000000004,0.001680823,13.7395675568139,6.49713226741216,0.945754986908597,0.811178683622398,0.459214210918401,6116.78535185122,0.0504996352759643,0.0159200939664362,5.79352075696913E-4,0.00496913112405449,6.62550816540599E-4,7.494059961071
156,1570,78.5,3.5360796000000003,0.4571963,0.00168237,13.7428612330843,6.51202597913393,0.947695806380842,0.814511400445215,0.45699239970319,6113.85375031686,0.0505703511876716,0.0159751032492543,5.81214602196379E-4,0.00499533622927036,6.66044830569382E-4,7.49915964901771
157,1580,79.0,3.5586024,0.45485299999999995,0.001738155,13.813661352524,6.54821652880063,0.948078335162628,0.815169073368698,0.456553951087535,6051.34283782694,0.0527869103824671,0.0166820420379294,6.03824055484079E-4,0.00519175133036083,6.92233510714778E-4,7.7081106865171
158,1590,79.5,3.5811252000000002,0.45199350000000005,0.001708805,13.9010523540263,6.58964917000293,0.948079181659121,0.815170529024934,0.456552980650044,5975.49669253763,0.0525542685189542,0.0166085359633813,5.97384123892274E-4,0.00513638461559901,6.84851282079869E-4,7.53031376608422
159,1600,80.0,3.603648,0.4501155,0.001715439,13.9590511928152,6.62178984790664,0.948744976494525,0.816315848759356,0.455789434160429,5925.9443448649,0.0531994584037911,0.0168242396376088,6.02628337886903E-4,0.0051851137588756,6.91348501183414E-4,7.52813891916682
160,1610,80.5,3.6261707999999997,0.448405,0.001713927,14.0122998342561,6.65242069577391,0.949511611150462,0.817635632012179,0.454909578658547,5880.99113578367,0.0535588564311883,0.0169515853537846,6.04882337456942E-4,0.00520871305281214,6.94495073708286E-4,7.49292083003855
161,1620,81.0,3.6486936,0.447137,0.001750185,14.0520361928885,6.67876215302411,0.950575711782484,0.819469278078999,0.453687147947334,5847.77762046503,0.0550025226367994,0.0174280207017692,6.20124388470807E-4,0.00534594855139362,7.12793140185816E-4,7.62979629261545
162,1630,81.5,3.6712163999999996,0.4444053,0.001762393,14.138412181807,6.71987343386576,0.950583891239606,0.819483380780294,0.45367774614647,5776.54407057742,0.0560691752783582,0.0177661516048991,6.28293735408287E-4,0.00541642120343571,7.22189493791429E-4,7.63607817321798
163,1640,82.0,3.6937392,0.4431723,0.001732931,14.1777482644551,6.74607123419611,0.951642123750936,0.82130896749421,0.452460688337193,5744.53455943827,0.055439068456378,0.0175860509482004,6.20199012571346E-4,0.00535258999095352,7.13678665460469E-4,7.48759343985918
164,1650,82.5,3.7162620000000004,0.4416912,0.001740142,14.2252897661977,6.7748579752359,0.952508959266952,0.822805883219404,0.451462744520397,5706.20178137892,0.0560437341389885,0.0177940529593872,6.25437275860267E-4,0.00540271527271082,7.20362036361443E-4,7.49362252802582
165,1660,83.0,3.7387848,0.44068729999999995,0.001733335,14.2576954388737,6.79882273139406,0.953705703778326,0.824874749874538,0.450083500083641,5680.29252172524,0.0560791348503581,0.0178276635899135,6.25194431538571E-4,0.00540740291575524,7.20987055434033E-4,7.44734406017194
166,1670,83.5,3.7613076000000003,0.438997,0.001781021,14.3125928131162,6.82992341402923,0.954393589367008,0.826065104684914,0.449289930210057,5636.80143455395,0.0580665206473144,0.018472771687548,6.45332817357149E-4,0.00558560878096749,7.44747837462333E-4,7.62287800582594
167,1680,84.0,3.7838304,0.4360567,0.001695489,14.4091016310025,6.87425803164057,0.954154978940526,0.82565210294346,0.44956526470436,5561.54632696428,0.0560259097389098,0.0178191335756844,6.18329096150758E-4,0.00535054293920762,7.13405725227682E-4,7.20819151909859
168,1690,84.5,3.8063531999999998,0.43534880000000004,0.001691745,14.4325315865797,6.89533512985859,0.955526767912332,0.828027890229186,0.447981406513876,5543.50361397877,0.0560841402317828,0.0178632990822725,6.1885536072143E-4,0.00536279585149415,7.15039446865887E-4,7.18059827080456
169,1700,85.0,3.828876,0.433463,0.001779405,14.495320955144,6.92893249994166,0.956023329374126,0.828888721321555,0.447407519118964,5495.58205105739,0.0595046095841814,0.0189625983225922,6.5409377209626E-4,0.00567110585818236,7.56147447757649E-4,7.51995455172396
170,1710,85.5,3.8513987999999997,0.43272840000000007,0.001729429,14.5199282209802,6.95034692055596,0.957352793316603,0.831195660595585,0.445869559602943,5476.97084904585,0.058029898068353,0.0185183616705385,6.37687782911383E-4,0.00553655164189271,7.38206885585695E-4,7.2963643542497
171,1720,86.0,3.8739216,0.43169179999999996,0.0017331920000000002,14.5547942008155,6.97501256797395,0.958448806865736,0.833099918225366,0.444600054516423,5450.76213314672,0.0584357934769661,0.0186692388454169,6.41343277954797E-4,0.00557466427618368,7.43288570157825E-4,7.29472378447837
172,1730,86.5,3.8964443999999996,0.4298933,0.001770399,14.6156855833287,7.00798174225716,0.958967227681852,0.83400140225216,0.443999065165227,5405.4391743935,0.0601907383554,0.0192403151642672,6.58207754079413E-4,0.00572434775693496,7.63246367591329E-4,7.42027855819655
173,1740,87.0,3.9189672,0.4278906,0.001684306,14.6840928666804,7.04335044107719,0.959317065756133,0.83461001254695,0.4435933249687,5355.19295156614,0.0578010026859832,0.0184831627648266,6.29360047387288E-4,0.00547545973898041,7.30061298530722E-4,7.02654963634829
174,1750,87.5,3.94149,0.42642700000000006,0.0017381270000000001,14.734492204245,7.07295559046707,0.960054203758626,0.83589313185686,0.442737912095427,5318.62072632305,0.0600581546935062,0.0192196946278288,6.52200780366617E-4,0.00567853513651406,7.57138018201875E-4,7.22627654688978
175,1760,88.0,3.9640128,0.42514079999999993,0.001671664,14.7790692099643,7.1006876774018,0.960911350576042,0.837386387085215,0.441742408609856,5286.5847939577,0.0581116607763963,0.0186133848136213,6.29721146480315E-4,0.00548770618024436,7.31694157365916E-4,6.92899347150129
176,1770,88.5,3.9865356,0.4245528,0.0017147129999999999,14.7995380249043,7.12067767663392,0.962283777324863,0.839780098405854,0.440146601062764,5271.9714601529,0.0597733903658101,0.0191729879549084,6.47756298968408E-4,0.00565293587306375,7.53724783075168E-4,7.0976001087522
177,1780,89.0,4.009058400000001,0.4209645,0.001733041,14.9256892378801,7.17454554626603,0.961368742430687,0.838183765260192,0.441210823159872,5183.23116379695,0.0614465861195065,0.019690942408123,6.59632600354195E-4,0.00575110581664364,7.66814108885819E-4,7.1128342329245
178,1790,89.5,4.031581200000001,0.42041130000000004,0.001705635,14.9453292696452,7.19426009589119,0.962743605857267,0.840582870148634,0.43961141990091,5169.61728688949,0.0606341377808619,0.0194583761483978,6.5098519401372E-4,0.00568382900160694,7.57843866880926E-4,6.99115380669973
179,1800,90.0,4.054104,0.4225227,0.00176354,14.8706455468063,7.18360067376296,0.966145101253621,0.846533135146352,0.435644576569099,5221.67363769137,0.062067619674907,0.0199887755651281,6.72088360327469E-4,0.00588881593484404,7.85175457979206E-4,7.26480125763202
180,1810,90.5,4.0766268,0.4192291,0.001683306,14.987474169087,7.23452390743274,0.965409357949666,0.845244314379488,0.436503790413674,5140.58415323032,0.0601783253921761,0.0193655728264489,6.46058588924616E-4,0.00565643314463332,7.5419108595111E-4,6.8802286137719
181,1820,91.0,4.0991496,0.4182509,0.0017675579999999998,15.0225266871622,7.25911903912742,0.966431172371405,0.847034518494286,0.435310321003809,5116.62277831576,0.0634862644075768,0.0204517016469651,6.80701125478533E-4,0.00596604669366611,7.95472892488815E-4,7.2077370503321
182,1830,91.5,4.1216724000000005,0.41672879999999995,0.00177765,15.0773963958805,7.29008733729794,0.967022043579061,0.848070580494792,0.434619613003472,5079.44968220163,0.0643160100841048,0.0207316665021275,6.87508173088557E-4,0.00602939156679583,8.03918875572778E-4,7.22250996136715
183,1840,92.0,4.1441952,0.41609170000000006,0.0017494370000000002,15.100482194621,7.31079519167038,0.968286323237357,0.850289556337536,0.433140295774975,5063.93050673336,0.0634892315062069,0.0204919181801035,6.78518669668806E-4,0.0059583340666271,7.94444542216948E-4,7.09701522838042
184,1850,92.5,4.166718,0.4152802,0.0017122279999999999,15.1299900818281,7.33355361058122,0.96940626807009,0.852257627323004,0.43182824845133,5044.19748940724,0.0623819595969862,0.0201578208826045,6.66154464529858E-4,0.00585652519558286,7.80870026077715E-4,6.93252104554369
185,1860,93.0,4.189240799999999,0.41254650000000004,0.0018018329999999999,15.2302475167759,7.3791627416988,0.969014158643287,0.851568317431275,0.43228778837915,4978.00634131947,0.0665194410179091,0.0214860933904637,7.05375712600766E-4,0.00619883211590348,8.26510948787132E-4,7.24729301222099
186,1870,93.5,4.2117636,0.41218370000000004,0.001726944,15.2436530294128,7.39670057257045,0.970462993128802,0.854116688652781,0.430588874231479,4969.25471415082,0.0638669970142592,0.0206601856948687,6.77665178254997E-4,0.00596421648393175,7.95228864524234E-4,6.93996763504111
187,1880,94.0,4.2342864,0.4106832,0.001757119,15.2993482742406,7.42789979930783,0.971008655553537,0.855077447408736,0.429948368394176,4933.140744858,0.0654586687263693,0.0211869779714388,6.92414395425954E-4,0.00609745268905323,8.12993691873764E-4,7.03552465133234
188,1890,94.5,4.2568092,0.4101351,0.001758482,15.3197941536328,7.44767449774627,0.972294330205502,0.8573432958076,0.428437802794933,4919.98193946766,0.0656846543074914,0.0212882723215608,6.94796291258024E-4,0.00612652901242518,8.16870534990024E-4,7.03158518650641
189,1900,95.0,4.279332,0.4089419,0.001753925,15.3644938490763,7.47529217183325,0.973060648175227,0.858695266010692,0.427536489326205,4891.39632005609,0.0658973068649634,0.0213740253770077,6.95565554809757E-4,0.00613814617038836,8.18419489385115E-4,6.99295938343513
190,1910,95.5,4.301854799999999,0.4078617,0.0017996989999999999,15.4051858931093,7.50159967311464,0.973905764612692,0.860187490826316,0.426541672782456,4865.58968099256,0.0679757320842897,0.0220673191102192,7.16230211804515E-4,0.0063259946817456,8.4346595756608E-4,7.15650826680762
191,1920,96.0,4.3243776,0.40772579999999997,0.001778115,15.4103206301382,7.51633841647098,0.975494098645966,0.862995522631819,0.424669651578787,4862.34778073209,0.0672052694905697,0.0218527812619875,7.09030713457375E-4,0.0062726195060687,8.36349267475827E-4,7.06832346978977
192,1930,96.5,4.3469004,0.4056447,0.00180982,15.4893809956831,7.55509525006682,0.975519325423323,0.863040158222006,0.424639894518662,4812.83800058534,0.0691072544855319,0.0224718207591947,7.25394409416927E-4,0.00641755103728851,8.55673471638468E-4,7.15763529859123
193,1940,97.0,4.3694232,0.4038837,0.0017658379999999998,15.5569172689554,7.59010419036609,0.975785119782379,0.863510517855471,0.424326321429686,4771.14135896794,0.0680170942188991,0.0221233561432126,7.11045632008372E-4,0.00629232163379734,8.38976217839646E-4,6.95337355368821
194,1950,97.5,4.391946,0.4023492,0.0018265820000000002,15.6162490373526,7.62244244953331,0.976219376535447,0.864279270537929,0.42381381964138,4734.95565376067,0.070894534894429,0.02306953955147,7.38638948965589E-4,0.00653941467816891,8.71921957089189E-4,7.16523919020051
195,1960,98.0,4.4144688,0.398016,0.002196251,15.7862631330891,7.69076807714823,0.974362078258768,0.860993743872635,0.426004170751577,4633.51627910479,0.087108548883236,0.0282917555746584,8.96087799124449E-4,0.00791826782078283,0.00105576904277104,8.52257594460203
196,1970,98.5,4.4369916,0.3979018,0.002002019,15.790793877232,7.70529938970115,0.9759229902698,0.86375454909587,0.424163633936086,4630.85773448982,0.0794504306522416,0.025845833953453,8.18382981704262E-4,0.00724321519625515,9.65762026167354E-4,7.76662748676984
197,1980,99.0,4.4595144,0.3987923,0.001811901,15.7555331614467,7.70682088537378,0.978300233499193,0.867967700234877,0.421354866510082,4651.60854938507,0.0715847981286458,0.0233438082414156,7.4081302112128E-4,0.00657264255111945,8.7635234014926E-4,7.0448152101895
198,1990,99.5,4.482037200000001,0.3980307,0.0017518260000000002,15.7856801175879,7.72961785950928,0.979320219582708,0.86977854820197,0.42014763453202,4633.85854648656,0.0694764621363968,0.022679901385082,7.1836947208289E-4,0.0063801639546165,8.50688527282201E-4,6.79823095894979
199,2000,100.0,4.50456,0.3981373,0.0017524620000000002,15.7814535517762,7.74116157659835,0.981045446948337,0.872845752299762,0.418102831800158,4636.34094529714,0.069464472819434,0.0227159349280574,7.19703506826237E-4,0.00640327265982006,8.53769687976008E-4,6.80252040830915
200,2010,100.5,4.5270828000000005,0.3989885,0.001776764,15.7477854804827,7.74300985506015,0.983377613907247,0.877000588545324,0.415332940969784,4656.18672254216,0.0701275809238723,0.0229872977326683,7.29858104847757E-4,0.00650905591558882,8.67874122078509E-4,6.91159849293141
201,2020,101.0,4.5496056,0.39732870000000003,0.001698268,15.8135702434271,7.77741387685757,0.983637946034385,0.877464991326573,0.415023339115618,4617.52764489153,0.0675905876171656,0.0221615555916687,7.00713224481361E-4,0.00625078898105522,8.33438530807364E-4,6.57876751954964
202,2030,101.5,4.5721284,0.39459770000000005,0.0017197629999999998,15.9230155350109,7.8261294045287,0.98299588885295,0.876319856918211,0.415786762054526,4554.26954353447,0.069396788084515,0.0227389191288925,7.14026783397122E-4,0.00636539639440893,8.48719519254525E-4,6.61624421784303
203,2040,102.0,4.5946512,0.3936132,0.0017639720000000002,15.9628419656139,7.8520248372268,0.98378783103173,0.87773242480396,0.414845050130693,4531.57257851089,0.0715372509554251,0.0234591589851367,7.34805213121538E-4,0.00655590912112996,8.74121216150662E-4,6.76939284934297
204,2050,102.5,4.6171739999999994,0.392877,0.001734364,15.992754239061,7.87465608195292,0.984777976856505,0.879500123932067,0.413666584045288,4514.6370497707,0.0706003589242304,0.0231752262089156,7.24553940568658E-4,0.0064709538139728,8.62793841863041E-4,6.64332091399982
205,2060,103.0,4.6396968,0.39284450000000004,0.0017805770000000002,15.9940773185817,7.88787464924313,0.986349445751282,0.882309305037929,0.411793796641381,4513.89015119779,0.0724935342347629,0.02383465243767,7.45108703769338E-4,0.00666514636807745,8.88686182410327E-4,6.81977133764064
206,2070,103.5,4.662219599999999,0.39282100000000003,0.00179991,15.9950341432347,7.90093269587959,0.987923204805586,0.88512706906706,0.409915287288627,4513.3501245674,0.0732894165656865,0.0241347717639682,7.54445771976559E-4,0.00675943607429547,9.01258143239396E-4,6.89340609141747
207,2080,104.0,4.6847424,0.39163790000000004,0.001778455,16.0433535854921,7.92956471641566,0.988517104501932,0.886191594533882,0.409205603644079,4486.20440985537,0.072853986809975,0.0240058040309395,7.48154178084307E-4,0.00670709632655043,8.94279510206725E-4,6.79072230047988
208,2090,104.5,4.7072652,0.38848449999999995,0.00175378,16.1735804315992,7.9851732506195,0.987434202882925,0.884251046081212,0.410499302612525,4414.25098953409,0.0730142435266529,0.0240322537852801,7.42947855204869E-4,0.00665312601316272,8.87083468421696E-4,6.64258599800429
209,2100,105.0,4.729788,0.3878585,0.001716576,16.1996844395046,8.00649188116351,0.988475042345747,0.886116179882892,0.409255880078072,4400.03629254836,0.0716962230205784,0.0236233090287655,7.29128678925301E-4,0.00653625728454516,8.71500971272689E-4,6.49119605811354
210,2110,105.5,4.7523108,0.3890933,0.001791581,16.1482742241503,8.0022054092709,0.991091097190227,0.890812699176825,0.40612486721545,4428.09711071581,0.0743547660234125,0.0245641155464888,7.60580208309577E-4,0.00683624855702525,9.11499807603367E-4,6.79639446349873
211,2120,106.0,4.7748336,0.3877532,0.0017366089999999999,16.2040836985474,8.03328309024628,0.991513403620153,0.891572016016234,0.405618655989177,4397.64747844458,0.0725723413440577,0.0239854830582434,7.40106120915483E-4,0.00665505785278684,8.87341047038246E-4,6.56516756009936
212,2130,106.5,4.797356400000001,0.3866657,0.00174217,16.2496577978848,8.06097325700095,0.992140678562503,0.892700468116582,0.404866354588945,4373.01461831899,0.0732148373278027,0.0242131394624165,7.45035365162222E-4,0.00670362009757898,8.93816013010531E-4,6.56771889998414
213,2140,107.0,4.8198792,0.3871982,0.001740832,16.227310217815,8.06616465484085,0.994146848315683,0.896314309138368,0.402457127241088,4385.06758154217,0.0729575212413161,0.0241768299343263,7.44942618641258E-4,0.00671633903689792,8.9551187158639E-4,6.57171268539921
214,2150,107.5,4.842402,0.3869396,0.001814981,16.2381552758611,8.08230830310491,0.995471242367006,0.898704024592778,0.400863983604815,4379.21218346106,0.0761667797783883,0.0252739462976955,7.78227140593567E-4,0.00702577667272198,9.36770223029598E-4,6.84705219104853
215,2160,108.0,4.8649248,0.38527870000000003,0.0017604679999999998,16.3081564259316,8.11806695409068,0.995583650544598,0.898906998583309,0.400728667611127,4341.69819798029,0.0745174532795273,0.0247294527217728,7.58192774090958E-4,0.0068456808278525,9.12757443713667E-4,6.61289324948577
216,2170,108.5,4.8874476,0.384177,0.0017262920000000001,16.354923140062,8.14611210435678,0.9961663573218,0.899959552002615,0.40002696533159,4316.9036267664,0.0734905342519304,0.0244029326011262,7.46042411576681E-4,0.00673991838373848,8.98655784498464E-4,6.46597462077621
217,2180,109.0,4.909970400000001,0.38463800000000004,0.001738613,16.3353212817756,8.15208597111242,0.998093129665869,0.903444299544719,0.39770380030352,4327.27013280589,0.0738377433838353,0.0245656481271458,7.51918119741925E-4,0.00680613981615763,9.07485308821019E-4,6.51993832071371
